sequence_id,event_id,sector_id,corridor_id,state,district,latitude,longitude,start_time,end_time,forecast_origin,prediction_time,temporal_span_hours,present_timesteps,missing_timesteps,coverage_ratio,sequence_type,is_event_sample,target_6h,target_12h,target_24h,target_48h,target_window_start,target_window_end,event_time,label_confidence,data_quality,provenance,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,antecedent_rain_3d,antecedent_rain_7d,api_30d,rain_intensity,fos,soil_moisture,soil_porosity,pore_pressure,effective_stress,hydraulic_saturation,tilt,tilt_rate_24h,ground_displacement,displacement_velocity_24h,slope,aspect,elevation,curvature,ndvi,ndvi_anomaly,insar_velocity,seismic_count_24h,max_magnitude_24h,nearest_seismic_distance,historical_susceptibility
SEQ_V4_TRAIN_DB_SK-MANGAN-01_0101,NONE_DB_CONTROL,SK-MANGAN-01,Mangan-Chungthang Road,Sikkim,Mangan,27.502,88.528,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,97.4,,,,,,5.41,1.073,,,19.78,,,,,,1.7,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_SK-NH10-KM48_0102,NONE_DB_CONTROL,SK-NH10-KM48,National Highway 10,Sikkim,Kalimpong-Sikkim Border,27.33,88.61,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,12.3,,,,,,0.2,0.981,,,0.0,,,,,,0.47,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-NH10-KM48_0103,NONE_DB_CONTROL,SK-NH10-KM48,National Highway 10,Sikkim,Kalimpong-Sikkim Border,27.33,88.61,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,12.3,,,,,,0.1,0.981,,,0.0,,,,,,0.47,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-NH10-KM48_0104,NONE_DB_CONTROL,SK-NH10-KM48,National Highway 10,Sikkim,Kalimpong-Sikkim Border,27.33,88.61,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,12.3,,,,,,0.0,0.981,,,0.0,,,,,,0.47,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-NH10-KM48_0105,NONE_DB_CONTROL,SK-NH10-KM48,National Highway 10,Sikkim,Kalimpong-Sikkim Border,27.33,88.61,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,12.3,,,,,,0.0,0.981,,,0.0,,,,,,0.47,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-NH10-KM48_0106,NONE_DB_CONTROL,SK-NH10-KM48,National Highway 10,Sikkim,Kalimpong-Sikkim Border,27.33,88.61,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,135.0,,,,,,7.5,0.767,,,28.8,,,,,,2.36,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_SK-NH10-KM48_0107,NONE_DB_CONTROL,SK-NH10-KM48,National Highway 10,Sikkim,Kalimpong-Sikkim Border,27.33,88.61,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,135.0,,,,,,7.5,0.767,,,28.8,,,,,,2.36,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_SK-SINGTAM-01_0108,NONE_DB_CONTROL,SK-SINGTAM-01,NH-10 / Teesta River Gorge,Sikkim,Gangtok,27.234,88.498,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,61.9,,,,,,0.6,1.737,,,11.26,,,,,,1.38,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-SINGTAM-01_0109,NONE_DB_CONTROL,SK-SINGTAM-01,NH-10 / Teesta River Gorge,Sikkim,Gangtok,27.234,88.498,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,61.9,,,,,,0.6,1.737,,,11.26,,,,,,1.38,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-SINGTAM-01_0110,NONE_DB_CONTROL,SK-SINGTAM-01,NH-10 / Teesta River Gorge,Sikkim,Gangtok,27.234,88.498,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,61.9,,,,,,0.8,1.737,,,11.26,,,,,,1.38,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-SINGTAM-01_0111,NONE_DB_CONTROL,SK-SINGTAM-01,NH-10 / Teesta River Gorge,Sikkim,Gangtok,27.234,88.498,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,50.9,,,,,,0.2,1.784,,,8.62,,,,,,1.44,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-SINGTAM-01_0112,NONE_DB_CONTROL,SK-SINGTAM-01,NH-10 / Teesta River Gorge,Sikkim,Gangtok,27.234,88.498,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,68.2,,,,,,3.79,1.71,,,12.77,,,,,,1.19,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_SK-SINGTAM-01_0113,NONE_DB_CONTROL,SK-SINGTAM-01,NH-10 / Teesta River Gorge,Sikkim,Gangtok,27.234,88.498,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,65.0,,,,,,3.61,1.724,,,12.0,,,,,,1.14,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_TR-BARAMURA-01_0114,NONE_DB_CONTROL,TR-BARAMURA-01,NH-08 National Corridor,Tripura,Khowai,23.882,91.564,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,2.8,,,,,,0.1,1.631,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_TR-BARAMURA-01_0115,NONE_DB_CONTROL,TR-BARAMURA-01,NH-08 National Corridor,Tripura,Khowai,23.882,91.564,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,2.8,,,,,,0.1,1.631,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_TR-BARAMURA-01_0116,NONE_DB_CONTROL,TR-BARAMURA-01,NH-08 National Corridor,Tripura,Khowai,23.882,91.564,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,2.8,,,,,,0.0,1.631,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_TR-BARAMURA-01_0117,NONE_DB_CONTROL,TR-BARAMURA-01,NH-08 National Corridor,Tripura,Khowai,23.882,91.564,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,1.7,,,,,,0.0,1.631,,,0.0,,,,,,0.06,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_TR-BARAMURA-01_0118,NONE_DB_CONTROL,TR-BARAMURA-01,NH-08 National Corridor,Tripura,Khowai,23.882,91.564,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,63.0,,,,,,3.5,1.475,,,11.52,,,,,,1.1,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_TR-BARAMURA-01_0119,NONE_DB_CONTROL,TR-BARAMURA-01,NH-08 National Corridor,Tripura,Khowai,23.882,91.564,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,59.8,,,,,,3.32,1.485,,,10.75,,,,,,1.05,,,,,,,,,5.2,,
